catalogId|class|level|candidate|name|branchKey|action|flow|impactStyle|path|growthBand|tierVariant|primaryResolverKey|choreographyKey|identitySchema|identityId|grammarId|growthStage|hitBand|perceptualSignature|roleGrammar|element|hitWeights|hitTimings|presentationHitTimings|presentationGroups|primaryAsset|primaryAssets|secondaryAsset|impactAssets|debrisAssets|residualAsset|finisherRingAsset|finisherEchoAsset|legacyRecipe|normalRoleCount|normalPeakConcurrent|minimumPeakConcurrent|reducedMaxConcurrent
ranger_t08_c05|RANGER|40|4|보름달 일격|AUTHORED_CLASS:RANGER:CONVERGE|DESCEND|TOP_TO_BOTTOM|FRACTURE|CONVERGE|1|3|ranger:c5:b2|ranger:c5:b2|2|v2:ac8775c9f5197657|G09_DESCEND_TOP_TO_BOTTOM|LOW|SINGLE|G09_DESCEND_TOP_TO_BOTTOM:LOW:SINGLE~ANTICIPATION:2:6:-3:1:-2:33:31:2:1:1~PRIMARY:1:5:-3:-1:-2:30:30:-1:-1:1~CONTACT:2:1:2:-1:-1:30:31:1:-1:1~DEBRIS:1:7:0:0:-1:31:31:0:-1:1~RESIDUAL:0:7:0:0:-1:31:31:2:-1:1~FINISHER_RING:2:1:1:1:-1:32:31:0:-1:1~FINISHER_ECHO:0:0:5:1:-2:33:30:1:1:1~WARRIOR_ACCENT:0:3:-1:1:-1:32:32:1:-1:1|ANTICIPATION,2,6,-22,1.0,0.028,-0.033,0.9869999,0.9165,9.0,1.0,1.0,,1,0,LEADING_EDGE;PRIMARY,1,5,-18,1.0,-0.011999999,-0.042,0.893,0.893,-3.0,-1.0,1.04,,1,2,TARGET;CONTACT,2,1,15,1.0,-0.014559999,-0.02532,0.893,0.9165,4.08,-1.0,1.04,,1,4,TARGET;DEBRIS,1,7,-4,0.96000004,-0.0034399997,-0.01968,0.9165,0.94,-1.0799999,-1.0,1.0,,1,5,TRAILING_EDGE;RESIDUAL,0,7,0,1.08,-0.0034399997,-0.01968,0.9165,0.94,7.92,-1.0,0.92,,1,1,GROUND;FINISHER_RING,2,1,10,1.08,0.01544,-0.02532,0.96349996,0.9165,-1.9200001,-1.0,0.92,,1,6,ORBIT;FINISHER_ECHO,0,0,34,1.0,0.02544,-0.034319997,0.9869999,0.893,7.08,1.0,1.04,,1,7,ORBIT;WARRIOR_ACCENT,0,3,-6,0.92,0.01656,-0.010680001,0.96349996,0.96349996,4.92,-1.0,0.92,,1,3,TARGET|COSMIC|100|560|560|560:0:100|2131034439|2131034439,2131034440|2131034329|2131034568,2131034568,2131034568|2131034530,2131034530,2131034530|2131034326||||5|4|3|1
ranger_t09_c04|RANGER|45|3|매의 급강하|AUTHORED_CLASS:RANGER:CONVERGE|DESCEND|TOP_TO_BOTTOM|FRACTURE|CONVERGE|2|0|ranger:c4:b3|ranger:c4:b3|2|v2:6d2b5ba44d655886|G09_DESCEND_TOP_TO_BOTTOM|MID|DOUBLE|G09_DESCEND_TOP_TO_BOTTOM:MID:DOUBLE~ANTICIPATION:0:4:-1:-1:0:32:35:2:1:2~PRIMARY:2:5:0:-1:-2:32:32:-1:-1:2~CONTACT:1:7:0:-1:-1:32:33:-1:-1:2~DEBRIS:0:6:-2:1:-1:35:33:-1:1:2~RESIDUAL:1:1:2:-1:-1:32:33:1:-1:2~FINISHER_RING:2:2:0:1:-1:34:33:1:1:2~FINISHER_ECHO:0:5:5:0:-2:33:32:1:-1:2~WARRIOR_ACCENT:1:2:-6:1:-1:35:33:0:1:2|ANTICIPATION,0,4,-10,0.96000004,-0.011999999,-0.006000001,0.95,1.05,12.0,1.0,1.0,,2,0,LEADING_EDGE;PRIMARY,2,5,-2,0.92,-0.011999999,-0.042,0.95,0.95,-3.0,-1.0,0.92,,2,2,TARGET;CONTACT,1,7,-5,0.92,-0.014559999,-0.01632,0.95,1.0,-4.92,-1.0,0.92,,2,4,TARGET;DEBRIS,0,6,-12,0.96000004,0.02656,-0.02868,1.05,0.97499996,-4.08,1.0,1.0,,2,5,TRAILING_EDGE;RESIDUAL,1,1,12,1.08,-0.01344,-0.02868,0.95,0.97499996,4.92,-1.0,0.92,,2,1,GROUND;FINISHER_RING,2,2,2,0.92,0.01544,-0.01632,1.025,1.0,4.08,1.0,0.96000004,,2,6,ORBIT;FINISHER_ECHO,0,5,34,0.92,-0.0045599993,-0.034319997,0.97499996,0.95,7.08,-1.0,0.96000004,,2,7,ORBIT;WARRIOR_ACCENT,1,2,-38,0.92,0.02656,-0.01968,1.05,1.0,1.9200001,1.0,0.92,,2,3,TARGET|EARTH|48,52|220,780|220,780|220:0:48;780:1:52|2131034435|2131034435,2131034436|2131034328|2131034527,2131034527,2131034527|2131034528,2131034528,2131034528|2131034325||||5|3|3|1
ranger_t10_c02|RANGER|50|1|천공 화살비|AUTHORED_CLASS:RANGER:CROSS|VOLLEY|TOP_TO_BOTTOM|POINT|CROSS|2|1|ranger:c2:b3|ranger:c2:b3|2|v2:8e01dc418222603d|G18_VOLLEY_TOP_TO_BOTTOM|MID|COMBO|G18_VOLLEY_TOP_TO_BOTTOM:MID:COMBO~ANTICIPATION:1:5:-6:0:-2:34:32:-3:-1:3~PRIMARY:1:3:0:0:-1:35:34:-3:-1:3~CONTACT:1:2:2:-1:-1:33:33:-2:1:2~DEBRIS:1:5:0:-2:-2:32:32:-3:-1:3~RESIDUAL:0:0:1:-2:-2:32:32:-3:1:2~FINISHER_RING:1:1:3:0:-1:33:33:0:-1:3~FINISHER_ECHO:0:0:3:0:-2:33:32:-2:1:2~WARRIOR_ACCENT:0:7:-5:-2:-1:32:33:-1:-1:3|ANTICIPATION,1,5,-40,1.0,-0.0040000007,-0.04,1.025,0.95,-13.0,-1.0,1.04,,3,0,LEADING_EDGE;PRIMARY,1,3,-2,1.0,0.005999999,-0.013,1.05,1.025,-16.0,-1.0,1.04,,3,2,TARGET;CONTACT,1,2,17,0.96000004,-0.01952,-0.01496,0.97499996,1.0,-10.76,1.0,1.0,,2,4,TARGET;DEBRIS,1,5,1,0.96000004,-0.03148,-0.03604,0.95,0.95,-14.74,-1.0,1.0,,3,5,TRAILING_EDGE;RESIDUAL,0,0,6,1.0,-0.03148,-0.03604,0.95,0.95,-14.74,1.0,1.04,,2,1,GROUND;FINISHER_RING,1,1,22,0.96000004,-0.009520001,-0.02396,1.0,0.97499996,1.2399998,-1.0,0.96000004,,3,6,ORBIT;FINISHER_ECHO,0,0,22,0.96000004,-0.009520001,-0.032959998,1.0,0.95,-7.76,1.0,1.0,,2,7,ORBIT;WARRIOR_ACCENT,0,7,-34,1.04,-0.03148,-0.01804,0.95,1.0,-5.74,-1.0,1.04,,3,3,TARGET|WIND|15,17,18,20,30|110,250,400,570,780|110,250,400,570,780|110:0:15;250:1:17;400:2:18;570:3:20;780:4:30|2131034454|2131034453,2131034454|2131034186|2131034187,2131034187,2131034187|2131034188,2131034188,2131034188|2131034186||||5|3|3|2
ranger_t11_c05|RANGER|55|4|월식 사격|AUTHORED_CLASS:RANGER:CROSS|SHOT|OUTSIDE_IN|POINT|CROSS|2|2|ranger:c5:b3|ranger:c5:b3|2|v2:f58da646781a31f1|G14_SHOT_OUTSIDE_IN|MID|SINGLE|G14_SHOT_OUTSIDE_IN:MID:SINGLE~ANTICIPATION:1:2:-3:1:0:33:33:-1:1:1~PRIMARY:2:4:-2:2:1:35:35:1:1:1~CONTACT:0:5:-1:1:-1:33:32:0:-1:1~DEBRIS:2:4:3:2:1:35:35:1:1:1~RESIDUAL:0:2:5:2:0:35:33:-1:1:1~FINISHER_RING:1:5:3:0:-1:33:32:2:-1:1~FINISHER_ECHO:2:3:6:1:0:33:34:2:-1:1~WARRIOR_ACCENT:0:2:-4:2:0:35:33:1:1:1|ANTICIPATION,1,2,-22,0.92,0.024,-0.006,1.0,1.0,-5.0,1.0,0.96000004,,1,0,LEADING_EDGE;PRIMARY,2,4,-16,0.92,0.044,0.011999999,1.05,1.05,7.0,1.0,0.92,,1,2,TARGET;CONTACT,0,5,-8,1.04,0.01632,-0.022079999,1.0,0.95,-0.27999997,-1.0,1.04,,1,4,TARGET;DEBRIS,2,4,21,0.96000004,0.03968,0.013079999,1.05,1.05,6.2799997,1.0,0.96000004,,1,5,TRAILING_EDGE;RESIDUAL,0,2,30,0.96000004,0.03968,-0.00492,1.05,1.0,-5.7200003,1.0,0.96000004,,1,1,GROUND;FINISHER_RING,1,5,22,1.0,0.0063199997,-0.022079999,0.97499996,0.95,11.72,-1.0,1.0,,1,6,ORBIT;FINISHER_ECHO,2,3,38,0.96000004,0.01632,0.0049199997,1.0,1.025,8.72,-1.0,1.0,,1,7,ORBIT;WARRIOR_ACCENT,0,2,-28,0.92,0.03968,-0.00492,1.05,1.0,6.2799997,1.0,0.92,,1,3,TARGET|DARK|100|560|560|560:0:100|2131034442|2131034441,2131034442|2131034329|2131034568,2131034568,2131034568|2131034530,2131034530,2131034530|2131034326||||5|3|3|1
ranger_t12_c04|RANGER|60|3|그리핀 급습|AUTHORED_CLASS:RANGER:CROSS|DIVE|TOP_TO_BOTTOM|POINT|CROSS|2|3|ranger:c4:b3|ranger:c4:b3|2|v2:56530f68cffc7303|G10_DIVE_TOP_TO_BOTTOM|MID|COMBO|G10_DIVE_TOP_TO_BOTTOM:MID:COMBO~ANTICIPATION:0:4:-3:-2:0:32:35:-3:1:2~PRIMARY:2:2:-1:0:-1:35:33:-2:1:2~CONTACT:2:6:3:0:-1:34:33:-1:1:2~DEBRIS:0:5:2:0:-2:34:32:-3:-1:3~RESIDUAL:0:2:2:-2:-1:32:33:0:1:2~FINISHER_RING:1:4:0:0:0:35:35:-1:1:2~FINISHER_ECHO:2:5:8:-1:-2:33:32:-3:-1:3~WARRIOR_ACCENT:2:7:-1:-1:-1:33:33:-2:-1:3|ANTICIPATION,0,4,-20,1.0,-0.036,-0.008000001,0.95,1.05,-15.0,1.0,1.0,,2,0,LEADING_EDGE;PRIMARY,2,2,-6,0.92,0.003999999,-0.026,1.05,1.0,-12.0,1.0,0.96000004,,2,2,TARGET;CONTACT,2,6,20,1.0,-8.800011E-4,-0.02668,1.025,0.97499996,-6.12,1.0,1.04,,2,4,TARGET;DEBRIS,0,5,17,1.04,-0.0031200005,-0.03932,1.025,0.95,-13.38,-1.0,1.04,,3,5,TRAILING_EDGE;RESIDUAL,0,2,14,1.08,-0.03312,-0.02132,0.95,1.0,-1.3800001,1.0,0.92,,2,1,GROUND;FINISHER_RING,1,4,0,1.08,0.009119999,3.199987E-4,1.05,1.05,-3.12,1.0,0.92,,2,6,ORBIT;FINISHER_ECHO,2,5,48,1.0,-0.010880001,-0.03568,1.0,0.95,-15.12,-1.0,1.0,,3,7,ORBIT;WARRIOR_ACCENT,2,7,-10,0.96000004,-0.01312,-0.02132,1.0,1.0,-10.38,-1.0,0.96000004,,3,3,TARGET|EARTH|28,32,40|140,300,520|140,300,520|140:0:28;300:1:32;520:2:40|2131034436|2131034435,2131034436|2131034328|2131034527,2131034527,2131034527|2131034528,2131034528,2131034528|2131034325||||5|4|3|1
ranger_t13_c05|RANGER|65|4|은하수 관통|AUTHORED_CLASS:RANGER:RUPTURE|PIERCE|OUTSIDE_IN|POINT|RUPTURE|3|0|ranger:c5:b4|ranger:c5:b4|2|v2:73e39d0957996300|G13_PIERCE_OUTSIDE_IN|MID|COMBO|G13_PIERCE_OUTSIDE_IN:MID:COMBO~ANTICIPATION:2:2:-6:-1:0:34:33:-1:1:2~PRIMARY:2:6:-4:0:-1:35:33:-1:1:2~CONTACT:1:3:-1:-1:0:33:34:-2:-1:3~DEBRIS:2:2:0:0:0:34:33:0:1:2~RESIDUAL:0:5:2:0:-1:34:32:1:-1:3~FINISHER_RING:1:6:3:-1:-1:33:33:-2:1:2~FINISHER_ECHO:0:0:1:0:-1:35:32:-2:1:2~WARRIOR_ACCENT:0:6:-6:0:-1:34:33:0:1:2|ANTICIPATION,2,2,-41,0.92,-0.012,-0.008,1.025,1.0,-3.0,1.0,0.96000004,,2,0,LEADING_EDGE;PRIMARY,2,6,-26,1.0,-0.0020000003,-0.017,1.05,0.97499996,-6.0,1.0,1.0,,2,2,TARGET;CONTACT,1,3,-11,1.08,-0.01496,0.0035599992,1.0,1.025,-11.04,-1.0,0.92,,3,4,TARGET;DEBRIS,2,2,-1,0.96000004,-0.00804,-0.00656,1.025,1.0,-2.46,1.0,1.0,,2,5,TRAILING_EDGE;RESIDUAL,0,5,12,0.96000004,-0.00804,-0.024559999,1.025,0.95,6.54,-1.0,1.0,,3,1,GROUND;FINISHER_RING,1,6,18,0.92,-0.02496,-0.01444,0.97499996,0.97499996,-8.04,1.0,0.92,,2,6,ORBIT;FINISHER_ECHO,0,0,6,1.04,0.0050399993,-0.02344,1.05,0.95,-11.04,1.0,1.04,,2,7,ORBIT;WARRIOR_ACCENT,0,6,-38,0.92,-0.00804,-0.015559999,1.025,0.97499996,-2.46,1.0,0.92,,2,3,TARGET|COSMIC|28,32,40|170,360,790|170,360,790|170:0:28;360:1:32;790:2:40|2131034442|2131034441,2131034442|2131034329|2131034568,2131034568,2131034568|2131034530,2131034530,2131034530|2131034326||||5|3|3|1
ranger_t14_c03|RANGER|70|2|대기의 칼날|AUTHORED_CLASS:RANGER:CONVERGE|CUT|LEFT_TO_RIGHT|EDGE|CONVERGE|3|1|ranger:c3:b4|ranger:c3:b4|2|v2:4d855609c93bae6e|G08_CUT_LEFT_TO_RIGHT|MID|COMBO|G08_CUT_LEFT_TO_RIGHT:MID:COMBO~ANTICIPATION:0:6:1:-2:0:32:33:-1:1:2~PRIMARY:1:4:-3:-2:1:32:35:-3:1:2~CONTACT:1:4:1:-1:1:33:35:0:1:2~DEBRIS:1:7:-2:0:0:35:33:0:-1:3~RESIDUAL:2:5:3:0:-1:34:32:-2:-1:3~FINISHER_RING:0:7:5:0:0:34:33:-1:-1:3~FINISHER_ECHO:0:0:6:0:-1:34:32:-1:1:2~WARRIOR_ACCENT:1:1:-5:-1:0:33:33:0:-1:3|ANTICIPATION,0,6,6,1.0,-0.034,-0.0029999996,0.95,0.97499996,-5.0,1.0,1.0,,2,0,LEADING_EDGE;PRIMARY,1,4,-18,1.0,-0.034,0.024,0.95,1.05,-14.0,1.0,1.0,,2,2,TARGET;CONTACT,1,4,8,0.92,-0.01952,0.022079999,0.97499996,1.05,-0.4000001,1.0,0.92,,2,4,TARGET;DEBRIS,1,7,-13,1.08,0.00852,0.00492,1.05,1.0,-1.0999999,-1.0,0.92,,3,5,TRAILING_EDGE;RESIDUAL,2,5,20,1.04,-0.0014800001,-0.013079999,1.025,0.95,-10.1,-1.0,1.04,,3,1,GROUND;FINISHER_RING,0,7,32,1.0,4.79999E-4,0.00408,1.025,1.0,-3.4,-1.0,1.04,,3,6,ORBIT;FINISHER_ECHO,0,0,40,0.96000004,4.79999E-4,-0.01392,1.025,0.95,-3.4,1.0,1.0,,2,7,ORBIT;WARRIOR_ACCENT,1,1,-34,0.92,-0.01148,-0.0040799994,1.0,0.97499996,1.9000001,-1.0,0.96000004,,3,3,TARGET|WIND|28,32,40|180,430,720|180,430,720|180:0:28;430:1:32;720:2:40|2131034459|2131034459,2131034460|2131034330|2131034534,2131034534,2131034534|2131034535,2131034535,2131034535|2131034327||||5|4|3|1
ranger_t15_c04|RANGER|75|3|왕의 사냥개|AUTHORED_CLASS:RANGER:FOCUS|DIVE|TOP_TO_BOTTOM|POINT|FOCUS|3|2|ranger:c4:b4|ranger:c4:b4|2|v2:2e95598d39e246b7|G10_DIVE_TOP_TO_BOTTOM|MID|DOUBLE|G10_DIVE_TOP_TO_BOTTOM:MID:DOUBLE~ANTICIPATION:1:4:-7:0:0:34:35:-2:1:2~PRIMARY:1:7:-7:-2:-1:32:33:-3:-1:2~CONTACT:1:2:-2:-2:-1:32:33:0:1:2~DEBRIS:1:7:0:0:-1:34:33:-3:-1:2~RESIDUAL:2:4:3:0:0:34:35:0:1:2~FINISHER_RING:0:6:6:-1:-1:33:33:1:1:2~FINISHER_ECHO:0:1:6:-1:-1:33:33:-3:-1:2~WARRIOR_ACCENT:0:3:-5:0:-1:35:34:-2:-1:2|ANTICIPATION,1,4,-44,1.0,-0.006000001,-0.008000001,1.025,1.05,-9.0,1.0,1.0,,2,0,LEADING_EDGE;PRIMARY,1,7,-42,1.08,-0.036,-0.026,0.95,1.0,-15.0,-1.0,0.92,,2,2,TARGET;CONTACT,1,2,-12,1.04,-0.03088,-0.01768,0.95,1.0,-0.119999886,1.0,1.04,,2,4,TARGET;DEBRIS,1,7,1,0.96000004,-0.0031200005,-0.02132,1.025,1.0,-13.38,-1.0,1.0,,2,5,TRAILING_EDGE;RESIDUAL,2,4,22,0.92,-0.0031200005,-0.003320001,1.025,1.05,1.6199999,1.0,0.92,,2,1,GROUND;FINISHER_RING,0,6,36,0.92,-0.02088,-0.02668,0.97499996,0.97499996,2.88,1.0,0.92,,2,6,ORBIT;FINISHER_ECHO,0,1,36,0.92,-0.010880001,-0.02668,1.0,0.97499996,-15.12,-1.0,0.96000004,,2,7,ORBIT;WARRIOR_ACCENT,0,3,-34,1.08,0.0068799993,-0.012320001,1.05,1.025,-10.38,-1.0,0.92,,2,3,TARGET|EARTH|48,52|330,650|330,650|330:0:48;650:1:52|2131034435|2131034435,2131034436|2131034328|2131034527,2131034527,2131034527|2131034528,2131034528,2131034528|2131034325||||5|4|3|1
ranger_t16_c02|RANGER|80|1|무한 화살진|AUTHORED_CLASS:RANGER:RUPTURE|VOLLEY|OUTSIDE_IN|POINT|RUPTURE|3|3|ranger:c2:b4|ranger:c2:b4|2|v2:24cbb875c2c898f8|G17_VOLLEY_OUTSIDE_IN|MID|COMBO|G17_VOLLEY_OUTSIDE_IN:MID:COMBO~ANTICIPATION:2:7:0:1:-1:33:33:1:-1:3~PRIMARY:2:0:-4:0:-1:32:32:3:1:2~CONTACT:1:7:2:1:0:33:33:2:-1:3~DEBRIS:0:3:0:0:0:32:34:0:-1:3~RESIDUAL:1:3:-1:2:0:35:34:-1:-1:3~FINISHER_RING:2:2:1:0:0:32:33:1:1:2~FINISHER_ECHO:1:3:4:2:0:35:34:2:-1:3~WARRIOR_ACCENT:2:5:0:1:-1:34:32:3:-1:3|ANTICIPATION,2,7,-2,0.92,0.022,-0.012,1.0,1.0,4.0,-1.0,0.96000004,,3,0,LEADING_EDGE;PRIMARY,2,0,-24,1.04,0.0020000003,-0.03,0.95,0.95,13.0,1.0,1.04,,2,2,TARGET;CONTACT,1,7,16,0.92,0.01496,-0.00816,1.0,1.0,10.76,-1.0,0.92,,3,4,TARGET;DEBRIS,0,3,5,1.0,-0.00196,-8.400008E-4,0.95,1.025,-0.26000023,-1.0,1.0,,3,5,TRAILING_EDGE;RESIDUAL,1,3,-8,0.92,0.038039997,-8.400008E-4,1.05,1.025,-3.2600002,-1.0,0.96000004,,3,1,GROUND;FINISHER_RING,2,2,9,0.96000004,-0.0050399993,-0.00816,0.95,1.0,4.76,1.0,0.96000004,,2,6,ORBIT;FINISHER_ECHO,1,3,25,0.96000004,0.03496,8.399999E-4,1.05,1.025,7.76,-1.0,1.0,,3,7,ORBIT;WARRIOR_ACCENT,2,5,-4,0.92,0.02804,-0.02784,1.025,0.95,14.74,-1.0,0.96000004,,3,3,TARGET|WIND|15,17,18,20,30|100,220,350,500,820|100,220,350,500,820|100:0:15;220:1:17;350:2:18;500:3:20;820:4:30|2131034454|2131034453,2131034454|2131034186|2131034187,2131034187,2131034187|2131034188,2131034188,2131034188|2131034186||||5|4|3|1
ranger_t17_c03|RANGER|85|2|창공 붕괴|AUTHORED_CLASS:RANGER:CROSS|COLLAPSE|OUTSIDE_IN|RING|CROSS|4|0|ranger:c3:b5|ranger:c3:b5|2|v2:acdaf8fa9236ca6c|G06_COLLAPSE_OUTSIDE_IN|HIGH|COMBO|G06_COLLAPSE_OUTSIDE_IN:HIGH:COMBO~ANTICIPATION:2:4:-6:1:0:36:37:5:1:2~PRIMARY:0:7:0:-1:-1:34:35:1:-1:3~CONTACT:2:5:2:0:-2:35:34:0:-1:3~DEBRIS:1:4:5:0:0:34:37:4:1:2~RESIDUAL:0:7:5:1:-1:36:35:2:-1:3~FINISHER_RING:1:0:2:1:-2:36:34:1:1:2~FINISHER_ECHO:2:3:2:1:0:37:36:0:-1:3~WARRIOR_ACCENT:2:3:0:-1:0:34:36:3:-1:3|ANTICIPATION,2,4,-38,0.92,0.01,-0.0020000003,1.0864999,1.1129999,23.0,1.0,0.92,,2,0,LEADING_EDGE;PRIMARY,0,7,-4,1.08,-0.02,-0.02,1.007,1.06,5.0,-1.0,0.92,,3,2,TARGET;CONTACT,2,5,15,1.0,0.0,-0.0316,1.06,1.007,0.52000046,-1.0,1.04,,3,4,TARGET;DEBRIS,1,4,30,0.96000004,-0.01,0.0015999991,1.0335,1.1129999,20.48,1.0,0.96000004,,2,5,TRAILING_EDGE;RESIDUAL,0,7,34,0.92,0.01,-0.0164,1.0864999,1.06,11.48,-1.0,0.96000004,,3,1,GROUND;FINISHER_RING,1,0,13,0.96000004,0.01,-0.0316,1.0864999,1.007,3.5200005,1.0,0.96000004,,2,6,ORBIT;FINISHER_ECHO,2,3,17,1.0,0.02,-0.0046000006,1.1129999,1.0864999,0.52000046,-1.0,1.0,,3,7,ORBIT;WARRIOR_ACCENT,2,3,-4,0.92,-0.02,-0.0074000005,1.007,1.0864999,17.48,-1.0,0.92,,3,3,TARGET|WIND|28,32,40|140,420,780|140,420,780|140:0:28;420:1:32;780:2:40|2131034456|2131034455,2131034456|2131034330|2131034534,2131034534,2131034534|2131034535,2131034535,2131034535|2131034327||2131034536||6|4|3|1
ranger_t18_c04|RANGER|90|3|신화의 덫|AUTHORED_CLASS:RANGER:RUPTURE|TRAP|OUTSIDE_IN|RING|RUPTURE|4|1|ranger:c4:b5|ranger:c4:b5|2|v2:7a66079ea666eb5a|G16_TRAP_OUTSIDE_IN|HIGH|COMBO|G16_TRAP_OUTSIDE_IN:HIGH:COMBO~ANTICIPATION:0:7:-5:1:1:36:35:-1:-1:3~PRIMARY:1:6:-2:0:1:34:34:-1:1:2~CONTACT:1:7:4:1:1:37:35:-4:-1:3~DEBRIS:2:7:-1:-1:1:34:35:-4:-1:3~RESIDUAL:1:1:6:-1:1:34:34:-3:-1:3~FINISHER_RING:0:2:0:-1:1:34:35:-3:1:2~FINISHER_ECHO:2:5:8:-1:0:34:34:-2:-1:3~WARRIOR_ACCENT:0:0:-2:1:0:37:34:-4:1:2|ANTICIPATION,0,7,-32,0.96000004,0.01,0.026,1.0864999,1.06,-5.0,-1.0,0.96000004,,3,0,LEADING_EDGE;PRIMARY,1,6,-12,0.96000004,-0.01,0.017,1.0335,1.0335,-5.0,1.0,1.0,,2,2,TARGET;CONTACT,1,7,24,0.92,0.02,0.01768,1.1129999,1.06,-18.52,-1.0,0.96000004,,3,4,TARGET;DEBRIS,2,7,-7,0.96000004,-0.02,0.02132,1.007,1.06,-20.48,-1.0,0.96000004,,3,5,TRAILING_EDGE;RESIDUAL,1,1,36,0.92,-0.02,0.012320001,1.007,1.0335,-17.48,-1.0,0.92,,3,1,GROUND;FINISHER_RING,0,2,4,1.0,-0.02,0.01768,1.007,1.06,-15.52,1.0,1.0,,2,6,ORBIT;FINISHER_ECHO,2,5,52,1.0,-0.02,-3.199987E-4,1.007,1.007,-9.52,-1.0,1.04,,3,7,ORBIT;WARRIOR_ACCENT,0,0,-12,1.04,0.02,0.003320001,1.1129999,1.007,-20.48,1.0,1.04,,2,3,TARGET|EARTH|28,32,40|180,430,720|180,430,720|180:0:28;430:1:32;720:2:40|2131034432|2131034431,2131034432|2131034328|2131034527,2131034527,2131034527|2131034528,2131034528,2131034528|2131034325||2131034529||6|4|3|1
ranger_t19_c05|RANGER|95|4|은하 종단|AUTHORED_CLASS:RANGER:CROSS|BEAM|LEFT_TO_RIGHT|POINT|CROSS|4|2|ranger:c5:b5|ranger:c5:b5|2|v2:9911635a9a9b18db|G02_BEAM_LEFT_TO_RIGHT|HIGH|COMBO|G02_BEAM_LEFT_TO_RIGHT:HIGH:COMBO~ANTICIPATION:1:2:-8:-1:0:35:35:1:1:2~PRIMARY:1:6:-2:-1:0:35:34:-1:1:2~CONTACT:1:1:-1:0:0:37:34:-2:-1:3~DEBRIS:1:2:2:0:0:36:35:2:1:2~RESIDUAL:2:0:4:0:-1:36:34:2:1:2~FINISHER_RING:0:7:5:-1:0:35:35:1:-1:3~FINISHER_ECHO:1:3:7:0:0:37:36:-2:-1:3~WARRIOR_ACCENT:0:0:-3:-2:-1:34:34:1:1:2|ANTICIPATION,1,2,-48,0.96000004,-0.02,0.0,1.06,1.06,6.0,1.0,1.0,,2,0,LEADING_EDGE;PRIMARY,1,6,-16,0.92,-0.02,-0.009,1.06,1.0335,-3.0,1.0,0.96000004,,2,2,TARGET;CONTACT,1,1,-8,0.92,0.0063999994,-0.009,1.1129999,1.0335,-9.0,-1.0,0.96000004,,3,4,TARGET;DEBRIS,1,2,16,0.92,-0.0064000003,0.0,1.0864999,1.06,9.0,1.0,0.96000004,,2,5,TRAILING_EDGE;RESIDUAL,2,0,24,1.08,-0.0064000003,-0.018,1.0864999,1.007,9.0,1.0,0.92,,2,1,GROUND;FINISHER_RING,0,7,32,0.92,-0.0136,0.0,1.06,1.06,6.0,-1.0,0.96000004,,3,6,ORBIT;FINISHER_ECHO,1,3,44,0.92,0.0063999994,0.009,1.1129999,1.0864999,-9.0,-1.0,0.92,,3,7,ORBIT;WARRIOR_ACCENT,0,0,-20,0.96000004,-0.036399998,-0.018,1.007,1.007,6.0,1.0,0.96000004,,2,3,TARGET|COSMIC|28,32,40|260,470,650|260,470,650|260:0:28;470:1:32;650:2:40|2131034438|2131034437,2131034438|2131034329|2131034568,2131034568,2131034568|2131034530,2131034530,2131034530|2131034326||2131034531||6|4|3|2
